gene_name,item_number,product_name
COQ10B,HZGHC007723c013,HAP1 COQ10B (-)
COQ10B,HZGHC007723c020,HAP1 COQ10B (-)
UBIAD1,HZGHC007725c005,HAP1 UBIAD1 (-)
UBIAD1,HZGHC007725c010,HAP1 UBIAD1 (-)
ACAD11,HZGHC007727c011,HAP1 ACAD11 (-)
ACAD11,HZGHC007728c001,HAP1 ACAD11 (-)
ACAD11,HZGHC007728c002,HAP1 ACAD11 (-)
TMCO1,HZGHC007729c006,HAP1 TMCO1 (-)
PCGF5,HZGHC007731c007,HAP1 PCGF5 (-)
PCGF5,HZGHC007731c008,HAP1 PCGF5 (-)
PCGF1,HZGHC007733c006,HAP1 PCGF1 (-)
PCGF1,HZGHC007733c011,HAP1 PCGF1 (-)
PCGF6,HZGHC007736c003,HAP1 PCGF6 (-)
PCGF6,HZGHC007736c009,HAP1 PCGF6 (-)
PCGF3,HZGHC007738c007,HAP1 PCGF3 (-)
CUL4B,HZGHC007739c006,HAP1 CUL4B (-)
CUL4B,HZGHC007739c010,HAP1 CUL4B (-)
POGLUT1,HZGHC007745c005,HAP1 POGLUT1 (-)
POGLUT1,HZGHC007745c011,HAP1 POGLUT1 (-)
MAZ,HZGHC007747c003,HAP1 MAZ (-)
MAZ,HZGHC007747c008,HAP1 MAZ (-)
MAZ,HZGHC007747c009,HAP1 MAZ (-)
MAZ,HZGHC007747c010,HAP1 MAZ (-)
ACAT2,HZGHC007752c006,HAP1 ACAT2 (-)
ACAT2,HZGHC007752c014,HAP1 ACAT2 (-)
ACAT2,HZGHC007752c015,HAP1 ACAT2 (-)
ACAT2,HZGHC007752c022,HAP1 ACAT2 (-)
ACAT2,HZGHC007752c023,HAP1 ACAT2 (-)
ACAT2,HZGHC007753c008,HAP1 ACAT2 (-)
IMPA1,HZGHC007754c007,HAP1 IMPA1 (-)
IMPA1,HZGHC007754c008,HAP1 IMPA1 (-)
COL4A5,HZGHC007756c019,HAP1 COL4A5 (-)
COL4A5,HZGHC007756c020,HAP1 COL4A5 (-)
COL4A5,HZGHC007756c022,HAP1 COL4A5 (-)
HELQ,HZGHC007758c003,HAP1 HELQ (-)
HELQ,HZGHC007758c005,HAP1 HELQ (-)
PPME1,HZGHC007760c001,HAP1 PPME1 (-)
PPME1,HZGHC007760c012,HAP1 PPME1 (-)
GSE1,HZGHC007762c007,HAP1 GSE1 (-)
GSE1,HZGHC007762c008,HAP1 GSE1 (-)
GSE1,HZGHC007762c010,HAP1 GSE1 (-)
MYO1E,HZGHC007765c003,HAP1 MYO1E (-)
MYO1E,HZGHC007765c012,HAP1 MYO1E (-)
SPAST,HZGHC007766c006,HAP1 SPAST (-)
SPAST,HZGHC007766c012,HAP1 SPAST (-)
HAP1,HZGHC007770c001,HAP1 HAP1 (-)
HAP1,HZGHC007770c006,HAP1 HAP1 (-)
RASA1,HZGHC007771c002,HAP1 RASA1 (-)
RAB5C,HZGHC007774c002,HAP1 RAB5C (-)
RAB5C,HZGHC007774c006,HAP1 RAB5C (-)
RAB5C,HZGHC007774c011,HAP1 RAB5C (-)
MBOAT1,HZGHC007776c006,HAP1 MBOAT1 (-)
MBOAT1,HZGHC007776c009,HAP1 MBOAT1 (-)
SMIM26,HZGHC007777c011,HAP1 SMIM26 (-)
SMIM26,HZGHC007777c012,HAP1 SMIM26 (-)
SNX13,HZGHC007780c009,HAP1 SNX13 (-)
SNX13,HZGHC007780c011,HAP1 SNX13 (-)
WIZ,HZGHC007782c006,HAP1 WIZ (-)
ACAD10/ACAD11,HZGHC007789c005,HAP1 ACAD10 ACAD11 (-)
ACAD10/ACAD11,HZGHC007789c007,HAP1 ACAD10 ACAD11 (-)
ACAD10/ACAD11,HZGHC007789c010,HAP1 ACAD10 ACAD11 (-)
ACAD10/ACAD11,HZGHC007789c012,HAP1 ACAD10 ACAD11 (-)
GJB6,HZGHC007790c004,HAP1 GJB6 (-)
MST1,HZGHC007794c001,HAP1 MST1 (-)
ACY1,HZGHC007797c004,HAP1 ACY1 (-)
APEH,HZGHC007799c007,HAP1 APEH (-)
APEH,HZGHC007799c010,HAP1 APEH (-)
SNCB,HZGHC007803c001,HAP1 SNCB (-)
SNCB,HZGHC007803c002,HAP1 SNCB (-)
TET1/TET3,HZGHC007804c009,HAP1 TET1/TET3 (-)
TET1/TET3,HZGHC007804c010,HAP1 TET1/TET3 (-)
TET1/TET3,HZGHC007804c011,HAP1 TET1/TET3 (-)
TET1/TET2,HZGHC007806c008,HAP1 TET1/TET2 (-)
TET1/TET2,HZGHC007806c011,HAP1 TET1/TET2 (-)
TET1/TET2,HZGHC007806c012,HAP1 TET1/TET2 (-)
CD276,HZGHC007807c009,HAP1 CD276 (-)
BCL10,HZGHC007809c003,HAP1 BCL10 (-)
BCL10,HZGHC007809c004,HAP1 BCL10 (-)
BCL10,HZGHC007809c007,HAP1 BCL10 (-)
BCL10,HZGHC007809c008,HAP1 BCL10 (-)
TOP3B,HZGHC007811c004,HAP1 TOP3B (-)
TET2/TET3,HZGHC007813c001,HAP1 TET2/TET3 (-)
TET2/TET3,HZGHC007813c002,HAP1 TET2/TET3 (-)
TET2/TET3,HZGHC007813c009,HAP1 TET2/TET3 (-)
TET2/TET3,HZGHC007813c010,HAP1 TET2/TET3 (-)
TET2/TET3,HZGHC007813c011,HAP1 TET2/TET3 (-)
RSF1,HZGHC007814c006,HAP1 RSF1 (-)
RSF1,HZGHC007814c012,HAP1 RSF1 (-)
STOML2,HZGHC007816c015,HAP1 STOML2 (-)
STOML2,HZGHC007816c019,HAP1 STOML2 (-)
STOML2,HZGHC007817c013,HAP1 STOML2 (-)
STOML2,HZGHC007817c023,HAP1 STOML2 (-)
EPC1,HZGHC007818c001,HAP1 EPC1 (-)
EPC1,HZGHC007818c004,HAP1 EPC1 (-)
TERF2IP,HZGHC007820c007,HAP1 TERF2IP (-)
FAN1,HZGHC007822c024,HAP1 FAN1 (-)
FAN1,HZGHC007823c003,HAP1 FAN1 (-)
IPO4,HZGHC007824c002,HAP1 IPO4 (-)
IPO4,HZGHC007824c010,HAP1 IPO4 (-)
AGPAT3,HZGHC007828c002,HAP1 AGPAT3 (-)
AGPAT3,HZGHC007828c009,HAP1 AGPAT3 (-)
AGPAT3,HZGHC007828c012,HAP1 AGPAT3 (-)
SLC35B2/XYLT2,HZGHC007836c009,HAP1 SLC35B2/XYLT2 (-)
SLC35B2/XYLT2,HZGHC007836c017,HAP1 SLC35B2/XYLT2 (-)
HMBS,HZGHC007839c007,HAP1 HMBS (-)
HMBS,HZGHC007839c009,HAP1 HMBS (-)
SIK1/SIK3,HZGHC007841c002,HAP1 SIK1/SIK3 (-)
SIK1/SIK3,HZGHC007841c007,HAP1 SIK1/SIK3 (-)
NR1H2,HZGHC007842c002,HAP1 NR1H2 (-)
NR1H2,HZGHC007842c012,HAP1 NR1H2 (-)
NR1H3,HZGHC007844c001,HAP1 NR1H3 (-)
NR1H3,HZGHC007844c010,HAP1 NR1H3 (-)
TMEM251,HZGHC007846c002,HAP1 TMEM251 (-)
ANKRD40,HZGHC007853c003,HAP1 ANKRD40 (-)
ANKRD40,HZGHC007853c006,HAP1 ANKRD40 (-)
ANKRD40,HZGHC007853c011,HAP1 ANKRD40 (-)
MIA3,HZGHC007860c010,HAP1 MIA3 (-)
CTAGE5,HZGHC007861c007,HAP1 CTAGE5 (-)
CTAGE5,HZGHC007862c005,HAP1 CTAGE5 (-)
NEU3,HZGHC007864c011,HAP1 NEU3 (-)
DCAF16,HZGHC007866c002,HAP1 DCAF16 (-)
DCAF16,HZGHC007866c005,HAP1 DCAF16 (-)
DCAF16,HZGHC007866c009,HAP1 DCAF16 (-)
CYB5R4,HZGHC007867c009,HAP1 CYB5R4 (-)
SNCB/SNCA,HZGHC007870c004,HAP1 SNCB/SNCA (-)
SNCB/SNCA,HZGHC007870c007,HAP1 SNCB/SNCA (-)
USP25/USP28,HZGHC007871c008,HAP1 USP25/USP28 (-)
USP25/USP28,HZGHC007871c010,HAP1 USP25/USP28 (-)
USP25/USP28,HZGHC007871c019,HAP1 USP25/USP28 (-)
TPCN1,HZGHC007874c010,HAP1 TPCN1 (-)
TPCN1,HZGHC007874c012,HAP1 TPCN1 (-)
TPCN2,HZGHC007876c010,HAP1 TPCN2 (-)
LIPT2,HZGHC007883c011,HAP1 LIPT2 (-)
FUBP3,HZGHC007885c001,HAP1 FUBP3 (-)
FUBP3,HZGHC007885c004,HAP1 FUBP3 (-)
GATM,HZGHC007887c010,HAP1 GATM (-)
GATM,HZGHC007887c011,HAP1 GATM (-)
SDF4,HZGHC007888c008,HAP1 SDF4 (-)
OPTN,HZGHC007890c002,HAP1  OPTN (-)
OPTN,HZGHC007890c011,HAP1  OPTN (-)
FOSL1,HZGHC007892c008,HAP1  FOSL1 (-)
FXR2,HZGHC007894c010,HAP1 FXR2 (-)
FXR2,HZGHC007894c012,HAP1 FXR2 (-)
FKBP4,HZGHC007896c011,HAP1 FKBP4 (-)
FKBP4,HZGHC007896c012,HAP1 FKBP4 (-)
DHRSX,HZGHC007899c003,HAP1 DHRSX (-)
DHRSX,HZGHC007899c011,HAP1 DHRSX (-)
BDH1,HZGHC007900c010,HAP1 BDH1 (-)
IFNLR1,HZGHC007902c002,HAP1 IFNLR1 (-)
IFNLR1,HZGHC007902c004,HAP1 IFNLR1 (-)
IFNLR1,HZGHC007902c007,HAP1 IFNLR1 (-)
PSMD10,HZGHC007904c001,HAP1 PSMD10 (-)
PSMD10,HZGHC007904c009,HAP1 PSMD10 (-)
PSMD10,HZGHC007904c012,HAP1 PSMD10 (-)
MDK,HZGHC007906c008,HAP1 MDK (-)
SDC4,HZGHC007908c006,HAP1 SDC4 (-)
SDC4,HZGHC007908c007,HAP1 SDC4 (-)
ANXA11,HZGHC007910c020,HAP1 ANXA11 (-)
ALS2,HZGHC007913c005,HAP1 ALS2 (-)
ALS2,HZGHC007913c008,HAP1 ALS2 (-)
CHMP2B,HZGHC007915c007,HAP1 CHMP2B (-)
CHMP2B,HZGHC007915c011,HAP1 CHMP2B (-)
EIF3L,HZGHC007916c020,HAP1 EIF3L (-)
EIF3L,HZGHC007917c017,HAP1 EIF3L (-)
EIF3L,HZGHC007917c019,HAP1 EIF3L (-)
EIF3L,HZGHC007917c023,HAP1 EIF3L (-)
EIF3L,HZGHC007917c024,HAP1 EIF3L (-)
ATN1,HZGHC007918c002,HAP1 ATN1 (-)
ATN1,HZGHC007918c011,HAP1 ATN1 (-)
HADH,HZGHC007920c003,HAP1 HADH (-)
HADH,HZGHC007920c005,HAP1 HADH (-)
HADH,HZGHC007920c006,HAP1 HADH (-)
ANKRD11,HZGHC007922c002,HAP1 ANKRD11 (-)
ANKRD11,HZGHC007922c005,HAP1 ANKRD11 (-)
HPS4,HZGHC007924c005,HAP1 HPS4 (-)
CETN2,HZGHC007927c001,HAP1 CETN2 (-)
CETN2,HZGHC007927c009,HAP1 CETN2 (-)
CETN2,HZGHC007927c012,HAP1 CETN2 (-)
ZNF274,HZGHC007928c002,HAP1 ZNF274 (-)
ZNF274,HZGHC007928c003,HAP1 ZNF274 (-)
ZNF274,HZGHC007928c006,HAP1 ZNF274 (-)
ADAR/ADARB1,HZGHC007931c007,HAP1 ADAR/ADARB1 (-)
ADAR/ADARB1,HZGHC007931c010,HAP1 ADAR/ADARB1 (-)
VPS39,HZGHC007932c001,HAP1 VPS39 (-)
VPS39,HZGHC007932c004,HAP1 VPS39 (-)
VPS39,HZGHC007932c010,HAP1 VPS39 (-)
ATXN2L,HZGHC007934c002,HAP1 ATXN2L (-)
ATXN2L,HZGHC007934c010,HAP1 ATXN2L (-)
PDGFC,HZGHC007936c007,HAP1 PDGFC (-)
PDGFC,HZGHC007936c010,HAP1 PDGFC (-)
PDGFC,HZGHC007936c012,HAP1 PDGFC (-)
FUT8,HZGHC007939c001,HAP1 FUT8 (-)
FUT8,HZGHC007939c004,HAP1 FUT8 (-)
FUT8,HZGHC007939c006,HAP1 FUT8 (-)
FUT8,HZGHC007939c011,HAP1 FUT8 (-)
AAR2,HZGHC007940c003,HAP1 AAR2 (-)
AAR2,HZGHC007940c007,HAP1 AAR2 (-)
AAR2,HZGHC007940c010,HAP1 AAR2 (-)
DHX30,HZGHC007945c004,HAP1 DHX30 (-)
SMARCAL1,HZGHC007949c006,HAP1 SMARCAL1 (-)
SMARCAL1,HZGHC007949c009,HAP1 SMARCAL1 (-)
SMARCAL1,HZGHC007949c010,HAP1 SMARCAL1 (-)
CLEC2B,HZGHC007951c010,HAP1 CLEC2B (-)
UQCC1,HZGHC007955c006,HAP1 UQCC1 (-)
UQCC1,HZGHC007955c009,HAP1 UQCC1 (-)
UQCC2,HZGHC007957c007,HAP1 UQCC2 (-)
UQCC2,HZGHC007957c008,HAP1 UQCC2 (-)
FAM20C,HZGHC007959c002,HAP1 FAM20C (-)
FAM20C,HZGHC007959c003,HAP1 FAM20C (-)
FAM20C,HZGHC007959c004,HAP1 FAM20C (-)
ALOX12/ALOX15,HZGHC007962c004,HAP1 ALOX12/ALOX15 (-)
ALOX12/ALOX15,HZGHC007962c005,HAP1 ALOX12/ALOX15 (-)
ALOX12/ALOX15,HZGHC007962c006,HAP1 ALOX12/ALOX15 (-)
ALOX12/ALOX15,HZGHC007962c009,HAP1 ALOX12/ALOX15 (-)
SND1,HZGHC007964c002,HAP1 SND1 (-)
SND1,HZGHC007964c004,HAP1 SND1 (-)
SND1,HZGHC007964c006,HAP1 SND1 (-)
SND1,HZGHC007964c008,HAP1 SND1 (-)
ZNF598,HZGHC007966c011,HAP1 ZNF598 (-)
IAH1,HZGHC007968c007,HAP1 IAH1 (-)
SPG11,HZGHC007971c006,HAP1 SPG11 (-)
ATP2B1,HZGHC007973c005,HAP1 ATP2B1 (-)
METTL17,HZGHC007979c001,HAP1 METTL17 (-)
METTL17,HZGHC007979c007,HAP1 METTL17 (-)
GALNS,HZGHC007982c007,HAP1 GALNS (-)
GALNS,HZGHC007982c011,HAP1 GALNS (-)
EIF2A/EIF2D,HZGHC007983c007,HAP1 EIF2A/EIF2D (-)
EIF2A/EIF2D,HZGHC007983c009,HAP1 EIF2A/EIF2D (-)
ATF2,HZGHC007984c012,HAP1 ATF2 (-)
HTRA1,HZGHC007986c006,HAP1 HTRA1 (-)
HTRA1,HZGHC007986c007,HAP1 HTRA1 (-)
HTRA1,HZGHC007986c010,HAP1 HTRA1 (-)
RYBP,HZGHC007989c006,HAP1 RYBP (-)
RYBP,HZGHC007989c010,HAP1 RYBP (-)
RYBP,HZGHC007989c012,HAP1 RYBP (-)
UBE3C,HZGHC007990c012,HAP1  UBE3C (-)
UBE3C,HZGHC007991c018,HAP1  UBE3C (-)
UBE3C,HZGHC007991c019,HAP1  UBE3C (-)
UBE3C,HZGHC007991c020,HAP1  UBE3C (-)
UBE3C,HZGHC007991c021,HAP1  UBE3C (-)
UPF3A,HZGHC007992c006,HAP1 UPF3A (-)
UPF3A,HZGHC007992c018,HAP1 UPF3A (-)
UPF3A,HZGHC007992c022,HAP1 UPF3A (-)
UPF3A,HZGHC007992c024,HAP1 UPF3A (-)
UPF3B,HZGHC007994c008,HAP1  UPF3B (-)
SMG7,HZGHC007996c021,HAP1 SMG7 (-)
SMG7,HZGHC007996c030,HAP1 SMG7 (-)
SMG7,HZGHC007997c002,HAP1 SMG7 (-)
SMG7,HZGHC007997c033,HAP1 SMG7 (-)
PJA1,HZGHC007999c012,HAP1 PJA1 (-)
RNF126,HZGHC008001c006,HAP1 RNF126 (-)
RNF126,HZGHC008001c010,HAP1 RNF126 (-)
CMTR1,HZGHC008002c008,HAP1 CMTR1 (-)
TOPORS,HZGHC008005c006,HAP1 TOPORS (-)
ANO8,HZGHC008008c005,HAP1 ANO8 (-)
ANO8,HZGHC008008c006,HAP1 ANO8 (-)
MND1,HZGHC008009c001,HAP1 MND1 (-)
MND1,HZGHC008009c007,HAP1 MND1 (-)
PSMC3IP,HZGHC008012c005,HAP1 PSMC3IP (-)
MID1,HZGHC008013c005,HAP1 MID1 (-)
MID1,HZGHC008013c006,HAP1 MID1 (-)
MID1,HZGHC008014c006,HAP1 MID1 (-)
MID1,HZGHC008014c008,HAP1 MID1 (-)
MID1,HZGHC008014c012,HAP1 MID1 (-)
BAIAP2,HZGHC008015c001,HAP1 BAIAP2 (-)
BAIAP2,HZGHC008015c002,HAP1 BAIAP2 (-)
BAIAP2,HZGHC008015c003,HAP1 BAIAP2 (-)
BAIAP2,HZGHC008015c010,HAP1 BAIAP2 (-)
BAIAP2,HZGHC008016c007,HAP1 BAIAP2 (-)
ZBTB7A,HZGHC008017c007,HAP1 ZBTB7A (-)
ZBTB7A,HZGHC008017c010,HAP1 ZBTB7A (-)
ZBTB7A,HZGHC008017c012,HAP1 ZBTB7A (-)
SETD5,HZGHC008020c006,HAP1 SETD5 (-)
SETD5,HZGHC008020c010,HAP1 SETD5 (-)
HN1L/LSM12,HZGHC008021c004,HAP1 HN1L/LSM12 (-)
RING1/RNF2,HZGHC008022c024,HAP1 RING1/RNF2 (-)
RING1/RNF2,HZGHC008022c025,HAP1 RING1/RNF2 (-)
RING1/RNF2,HZGHC008022c026,HAP1 RING1/RNF2 (-)
RING1/RNF2,HZGHC008022c027,HAP1 RING1/RNF2 (-)
RING1/RNF2,HZGHC008022c030,HAP1 RING1/RNF2 (-)
RING1/RNF2,HZGHC008022c033,HAP1 RING1/RNF2 (-)
RING1/RNF2,HZGHC008022c035,HAP1 RING1/RNF2 (-)
SGMS2,HZGHC008024c001,HAP1 SGMS2 (-)
SGMS2,HZGHC008024c011,HAP1 SGMS2 (-)
FEM1A,HZGHC008033c008,HAP1 FEM1A (-)
FEM1A,HZGHC008033c009,HAP1 FEM1A (-)
FEM1A,HZGHC008033c012,HAP1 FEM1A (-)
FEM1C,HZGHC008035c002,HAP1 FEM1C (-)
FEM1C,HZGHC008035c004,HAP1 FEM1C (-)
FEM1C,HZGHC008035c005,HAP1 FEM1C (-)
FEM1C,HZGHC008035c009,HAP1 FEM1C (-)
FEM1C,HZGHC008035c011,HAP1 FEM1C (-)
KLHDC2,HZGHC008036c002,HAP1 KLHDC2 (-)
KLHDC2,HZGHC008036c009,HAP1 KLHDC2 (-)
KLHDC2,HZGHC008036c011,HAP1 KLHDC2 (-)
TRPC4AP,HZGHC008039c010,HAP1 TRPC4AP (-)
TRPC4AP,HZGHC008039c011,HAP1 TRPC4AP (-)
RBL2,HZGHC008042c006,HAP1 RBL2 (-)
RBL2,HZGHC008042c007,HAP1 RBL2 (-)
RBL2,HZGHC008043c007,HAP1 RBL2 (-)
PACS1,HZGHC008045c008,HAP1 PACS1 (-)
PACS1,HZGHC008045c010,HAP1 PACS1 (-)
PACS1,HZGHC008045c012,HAP1 PACS1 (-)
PCSK7,HZGHC008046c001,HAP1 PCSK7 (-)
PCSK7,HZGHC008046c002,HAP1 PCSK7 (-)
PCSK7,HZGHC008046c005,HAP1 PCSK7 (-)
PCSK7,HZGHC008046c007,HAP1 PCSK7 (-)
PCSK7,HZGHC008046c012,HAP1 PCSK7 (-)
TMED1,HZGHC008048c006,HAP1 TMED1 (-)
TMED1,HZGHC008048c007,HAP1 TMED1 (-)
TMED1,HZGHC008048c009,HAP1 TMED1 (-)
TMED1,HZGHC008048c012,HAP1 TMED1 (-)
TMED1,HZGHC008049c002,HAP1 TMED1 (-)
TMED1,HZGHC008049c010,HAP1 TMED1 (-)
ATP2B1,HZGHC008050c008,HAP1 ATP2B1 (-)
ATP2B1,HZGHC008050c009,HAP1 ATP2B1 (-)
P4HB,HZGHC008052c003,HAP1 P4HB (-)
P4HB,HZGHC008052c005,HAP1 P4HB (-)
P4HB,HZGHC008052c009,HAP1 P4HB (-)
TCF4,HZGHC008053c006,HAP1 TCF4 (-)
KCNS3,HZGHC008054c006,HAP1 KCNS3 (-)
KCNS3,HZGHC008055c008,HAP1 KCNS3 (-)
KCNK6,HZGHC008056c007,HAP1 KCNK6 (-)
KCNK6,HZGHC008056c012,HAP1 KCNK6 (-)
KCNK6,HZGHC008057c002,HAP1 KCNK6 (-)
KCNK6,HZGHC008057c012,HAP1 KCNK6 (-)
AGK,HZGHC008058c009,HAP1 AGK (-)
AGK,HZGHC008059c007,HAP1 AGK (-)
AGK,HZGHC008059c009,HAP1 AGK (-)
SERAC1,HZGHC008061c010,HAP1 SERAC1 (-)
PEX16,HZGHC008062c007,HAP1 PEX16 (-)
PEX16,HZGHC008063c007,HAP1 PEX16 (-)
PEX16,HZGHC008063c008,HAP1 PEX16 (-)
PEX19,HZGHC008065c003,HAP1 PEX19 (-)
PEX19,HZGHC008065c004,HAP1 PEX19 (-)
PEX19,HZGHC008065c006,HAP1 PEX19 (-)
RYK,HZGHC008066c005,Human RYK 19bp deletion knockout cell line
RYK,HZGHC008066c006,Human RYK 40bp deletion knockout cell line
RYK,HZGHC008066c009,Human RYK 2bp insertion knockout cell line
ASTE1,HZGHC008067c009,HAP1 ASTE1 (-)
ASTE1,HZGHC008068c005,HAP1 ASTE1 (-)
NEU1,HZGHC008074c007,HAP1 NEU1 (-)
NEU1,HZGHC008074c011,HAP1 NEU1 (-)
NEU1,HZGHC008075c005,HAP1 NEU1 (-)
NEU1,HZGHC008075c007,HAP1 NEU1 (-)
NEU1,HZGHC008075c009,HAP1 NEU1 (-)
NEU1,HZGHC008075c012,HAP1 NEU1 (-)
GNS,HZGHC008076c005,HAP1 GNS (-)
GNS,HZGHC008076c008,HAP1 GNS (-)
KLHDC10,HZGHC008081c005,HAP1 KLHDC10 (-)
KLHDC10,HZGHC008081c009,HAP1 KLHDC10 (-)
BCAP31,HZGHC008083c009,HAP1 BCAP31 (-)
ADPRHL2,HZGHC008084c011,HAP1 ADPRHL2 (-)
PEX5,HZGHC008086c006,HAP1 PEX5 (-)
PEX5,HZGHC008086c008,HAP1 PEX5 (-)
PEX5,HZGHC008086c009,HAP1 PEX5 (-)
PEX5,HZGHC008087c010,HAP1 PEX5 (-)
MAP7D1,HZGHC008089c005,HAP1 MAP7D1 (-)
MAP7D1,HZGHC008089c006,HAP1 MAP7D1 (-)
MCOLN2,HZGHC008090c001,HAP1 MCOLN2 (-)
MCOLN2,HZGHC008091c006,HAP1 MCOLN2 (-)
XIAP,HZGHC008092c010,HAP1 XIAP (-)
XIAP,HZGHC008093c009,HAP1 XIAP (-)
GAN/SLC35A1,HZGHC008094c003,HAP1 GAN/SLC35A1 (-)
GAN/SLC35A1,HZGHC008094c006,HAP1 GAN/SLC35A1 (-)
GAN/SLC35A1,HZGHC008094c007,HAP1 GAN/SLC35A1 (-)
GAN/SLC35A1,HZGHC008094c008,HAP1 GAN/SLC35A1 (-)
C1QBP,HZGHC008097c009,HAP1 C1QBP (-)
RAB10,HZGHC008098c001,HAP1 RAB10 (-)
RAB10,HZGHC008098c007,HAP1 RAB10 (-)
RAB10,HZGHC008099c011,HAP1 RAB10 (-)
PRICKLE1,HZGHC008100c005,HAP1 PRICKLE1 (-)
PRICKLE1,HZGHC008100c007,HAP1 PRICKLE1 (-)
PRICKLE1,HZGHC008100c008,HAP1 PRICKLE1 (-)
PRICKLE1,HZGHC008101c005,HAP1 PRICKLE1 (-)
PRICKLE1,HZGHC008101c010,HAP1 PRICKLE1 (-)
TRIP12,HZGHC008102c004,HAP1 TRIP12 (-)
TRIP12,HZGHC008103c010,HAP1 TRIP12 (-)
TRIP12,HZGHC008103c011,HAP1 TRIP12 (-)
BZW1,HZGHC008104c005,HAP1 BZW1 (-)
BZW1,HZGHC008104c007,HAP1 BZW1 (-)
BZW1,HZGHC008104c011,HAP1 BZW1 (-)
BZW1,HZGHC008105c010,HAP1 BZW1 (-)
BZW2,HZGHC008106c003,HAP1 BZW2 (-)
BZW2,HZGHC008106c005,HAP1 BZW2 (-)
BZW2,HZGHC008106c007,HAP1 BZW2 (-)
BZW2,HZGHC008106c008,HAP1 BZW2 (-)
SORL1,HZGHC008110c004,HAP1 SORL1 (-)
SORL1,HZGHC008111c011,HAP1 SORL1 (-)
SORL1,HZGHC008111c012,HAP1 SORL1 (-)
DCLRE1A,HZGHC008114c003,HAP1 DCLRE1A (-)
DCLRE1A,HZGHC008115c009,HAP1 DCLRE1A (-)
DCLRE1A,HZGHC008115c010,HAP1 DCLRE1A (-)
FKBP10,HZGHC008118c007,HAP1 FKBP10 (-)
FKBP10,HZGHC008118c011,HAP1 FKBP10 (-)
FKBP10,HZGHC008119c010,HAP1 FKBP10 (-)
BMP1,HZGHC008121c005,HAP1 BMP1 (-)
BMP1,HZGHC008121c007,HAP1 BMP1 (-)
BMP1,HZGHC008121c010,HAP1 BMP1 (-)
BMP1,HZGHC008121c012,HAP1 BMP1 (-)
XRCC4,HZGHC008123c011,HAP1 XRCC4 (-)
ADO,HZGHC008125c006,HAP1 ADO (-)
ADO,HZGHC008126c003,HAP1 ADO (-)
ADO,HZGHC008126c004,HAP1 ADO (-)
PGAM5,HZGHC008131c006,HAP1 PGAM5 (-)
PGAM5,HZGHC008131c011,HAP1 PGAM5 (-)
PGAM5,HZGHC008131c012,HAP1 PGAM5 (-)
WWOX,HZGHC008138c005,HAP1 WWOX (-)
WWOX,HZGHC008138c008,HAP1 WWOX (-)
WWOX,HZGHC008139c006,HAP1 WWOX (-)
NXT2,HZGHC008140c001,HAP1 NXT2 (-)
NXT2,HZGHC008140c002,HAP1 NXT2 (-)
NXT2,HZGHC008140c009,HAP1 NXT2 (-)
CD164,HZGHC008142c007,HAP1 CD164 (-)
CD164,HZGHC008143c012,HAP1 CD164 (-)
OARD1,HZGHC008144c004,HAP1 OARD1 (-)
OARD1,HZGHC008144c006,HAP1 OARD1 (-)
OARD1,HZGHC008144c010,HAP1 OARD1 (-)
OARD1,HZGHC008144c011,HAP1 OARD1 (-)
RABEP1,HZGHC008146c009,HAP1 RABEP1 (-)
RABEP1,HZGHC008146c012,HAP1 RABEP1 (-)
HMCES,HZGHC008150c007,HAP1 HMCES (-)
HMCES,HZGHC008150c008,HAP1 HMCES (-)
HMCES,HZGHC008150c010,HAP1 HMCES (-)
HMCES,HZGHC008151c008,HAP1 HMCES (-)
HMCES,HZGHC008151c010,HAP1 HMCES (-)
ATG2A,HZGHC008152c009,HAP1 ATG2A (-)
ATG2A,HZGHC008153c001,HAP1 ATG2A (-)
ATG2A,HZGHC008153c002,HAP1 ATG2A (-)
ATG2A,HZGHC008153c005,HAP1 ATG2A (-)
ATG2A,HZGHC008153c006,HAP1 ATG2A (-)
ATG2B,HZGHC008154c006,HAP1 ATG2B (-)
ATG2B,HZGHC008154c012,HAP1 ATG2B (-)
ATG2B,HZGHC008155c005,HAP1 ATG2B (-)
ATG2B,HZGHC008155c010,HAP1 ATG2B (-)
SRRD,HZGHC008156c011,HAP1 SRRD (-)
SRRD,HZGHC008157c006,HAP1 SRRD (-)
SRRD,HZGHC008157c011,HAP1 SRRD (-)
NUDT5,HZGHC008159c005,HAP1 NUDT5 (-)
NUDT5,HZGHC008159c007,HAP1 NUDT5 (-)
NUDT5,HZGHC008159c010,HAP1 NUDT5 (-)
NUDT5,HZGHC008159c011,HAP1 NUDT5 (-)
NUDT5,HZGHC008159c012,HAP1 NUDT5 (-)
NUDT8,HZGHC008160c002,HAP1 NUDT8 (-)
NUDT8,HZGHC008161c009,HAP1 NUDT8 (-)
NUDT14,HZGHC008162c004,HAP1 NUDT14 (-)
NUDT14,HZGHC008162c005,HAP1 NUDT14 (-)
NUDT14,HZGHC008162c009,HAP1 NUDT14 (-)
NUDT14,HZGHC008163c006,HAP1 NUDT14 (-)
NUDT14,HZGHC008163c008,HAP1 NUDT14 (-)
NUDT11,HZGHC008165c005,HAP1 NUDT11 (-)
NUDT11,HZGHC008165c006,HAP1 NUDT11 (-)
NUDT18,HZGHC008166c005,HAP1 NUDT18 (-)
